Specialty	Class	Year	No. of Programs	Positions Offered	Unfilled Programs	U.S. Senior Applicants	Total Applicants	U.S. Senior Matches	Total Matches	U.S. Senior % Filled	Total % Filled	U.S. Senior Ranked Positions	Total Ranked Positions	U.S. Senior Match Rate %	Total Match Rate %	U.S. Senior Average Ranked Programs	Total Average Ranked Programs	Change in No. of Programs	Change in Positions Offered	Change in Unfilled Programs	Change in U.S. Senior Applicants	Change in Total Applicants	Change in U.S. Senior Matches	Change in Total Matches	Change in U.S. Senior % Filled	Change in Total % Filled	Change in U.S. Senior Ranked Positions	Change in Total Ranked Positions	Change in U.S. Senior Match Rate %	Change in Total Match Rate %	Change in U.S. Senior Average Ranked Programs	Change in Total Average Ranked Programs	% Change in No. of Programs	% Change in Positions Offered	% Change in Unfilled Programs	% Change in U.S. Senior Applicants	% Change in Total Applicants	% Change in U.S. Senior Matches	% Change in Total Matches	% Change in U.S. Senior % Filled	% Change in Total % Filled	% Change in U.S. Senior Ranked Positions	% Change in Total Ranked Positions	% Change in U.S. Senior Match Rate %	% Change in Total Match Rate %	% Change in U.S. Senior Average Ranked Programs	% Change in Total Average Ranked Programs	PGY1	PGY2	Total	Predominance	Margin	% Predominance	Exclusivity	Category
Medicine-Preventive Med	PGY1	2017	5	8	1	38	109	2	6	25	75	42	156	5.3	5.5	1.1	1.4	0	1	0	0	-2	-1	0	-17.9	-10.700000000000003	4	-6	-2.6000000000000005	0.09999999999999964	0.10000000000000009	-0.10000000000000009	0	14.3	0	0	-1.8	-33.3	0	-41.7	-12.5	10.5	-3.7	-32.9	1.9	10	-6.7	8	0	8	PGY1	8	100	Exclusive	PGY1 Exclusive
Medicine-Preventive Med	PGY1	2019	4	6	0	28	104	2	6	33.3	100	28	104	7.1	5.8	1	1	-1	-2	-1	-10	-5	0	0	8.299999999999997	25	-14	-52	1.7999999999999998	0.2999999999999998	-0.10000000000000009	-0.3999999999999999	-20	-25	-100	-26.3	-4.6	0	0	33.2	33.3	-33.3	-33.3	34	5.5	-9.1	-28.6	6	0	6	PGY1	6	100	Exclusive	PGY1 Exclusive
Medicine-Preventive Med	PGY1	2020	4	7	0	44	113	4	7	57.1	100	48	117	9.1	6.2	1.1	1	0	1	0	16	9	2	1	23.800000000000004	0	20	13	2	0.40000000000000036	0.10000000000000009	0	0	16.7	NA	57.1	8.7	100	16.7	71.5	0	71.4	12.5	28.2	6.9	10	0	7	0	7	PGY1	7	100	Exclusive	PGY1 Exclusive
Medicine-Preventive Med	PGY1	2021	2	5	0	25	100	2	5	40	100	27	103	8	5	1.1	1	-2	-2	0	-19	-13	-2	-2	-17.1	0	-21	-14	-1.0999999999999996	-1.2000000000000002	0	0	-50	-28.6	NA	-43.2	-11.5	-50	-28.6	-29.9	0	-43.8	-12	-12.1	-19.4	0	0	5	0	5	PGY1	5	100	Exclusive	PGY1 Exclusive
Medicine-Preventive Med	PGY1	2022	4	8	0	31	108	5	8	62.5	100	33	116	16.1	7.4	1.1	1.1	2	3	0	6	8	3	3	22.5	0	6	13	8.100000000000001	2.4000000000000004	0	0.10000000000000009	100	60	NA	24	8	150	60	56.2	0	22.2	12.6	101.3	48	0	10	8	0	8	PGY1	8	100	Exclusive	PGY1 Exclusive
Medicine-Preventivel Med	PGY1	2018	3	6	0	29	79	4	6	66.7	100	31	84	13.8	7.6	1.1	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	6	PGY1	6	100	Exclusive	PGY1 Exclusive
Medicine-Primary	PGY1	2012	56	311	3	718	2206	186	300	59.8	96.5	1868	3760	25.9	13.6	2.6	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	311	0	311	PGY1	311	100	Exclusive	PGY1 Exclusive
Medicine-Primary	PGY1	2013	56	335	2	756	2165	200	331	59.7	98.8	2040	3812	26.5	15.3	2.7	1.8	0	24	-1	38	-41	14	31	-0.09999999999999432	2.299999999999997	172	52	0.6000000000000014	1.700000000000001	0.10000000000000009	0.10000000000000009	0	7.7	-33.3	5.3	-1.9	7.5	10.3	-0.2	2.4	9.2	1.4	2.3	12.5	3.8	5.9	335	0	335	PGY1	335	100	Exclusive	PGY1 Exclusive
Medicine-Primary	PGY1	2014	55	335	1	781	2012	202	333	60.3	99.4	2208	3754	25.9	16.6	2.8	1.9	-1	0	-1	25	-153	2	2	0.5999999999999943	0.6000000000000085	168	-58	-0.6000000000000014	1.3000000000000007	0.09999999999999964	0.09999999999999987	-1.8	0	-50	3.3	-7.1	1	0.6	1	0.6	8.2	-1.5	-2.3	8.5	3.7	5.6	335	0	335	PGY1	335	100	Exclusive	PGY1 Exclusive
Medicine-Primary	PGY1	2015	60	341	1	709	2185	206	339	60.4	99.4	2249	4116	29.1	15.5	3.2	1.9	5	6	0	-72	173	4	6	0.10000000000000142	0	41	362	3.200000000000003	-1.1000000000000014	0.40000000000000036	0	9.1	1.8	0	-9.2	8.6	2	1.8	0.2	0	1.9	9.6	12.4	-6.6	14.3	0	341	0	341	PGY1	341	100	Exclusive	PGY1 Exclusive
Medicine-Primary	PGY1	2016	59	328	1	663	2056	210	325	64	99.1	2245	4004	31.7	15.8	3.4	1.9	-1	-13	0	-46	-129	4	-14	3.6000000000000014	-0.30000000000001137	-4	-112	2.599999999999998	0.3000000000000007	0.19999999999999973	0	-1.7	-3.8	0	-6.5	-5.9	1.9	-4.1	6	-0.3	-0.2	-2.7	8.9	1.9	6.2	0	328	0	328	PGY1	328	100	Exclusive	PGY1 Exclusive
Medicine-Primary	PGY1	2017	65	341	0	713	1890	224	341	65.7	100	2590	4068	31.4	18	3.6	2.2	6	13	-1	50	-166	14	16	1.7000000000000028	0.9000000000000057	345	64	-0.3000000000000007	2.1999999999999993	0.20000000000000018	0.30000000000000027	10.2	4	-100	7.5	-8.1	6.7	4.9	2.7	0.9	15.4	1.6	-0.9	13.9	5.9	15.8	341	0	341	PGY1	341	100	Exclusive	PGY1 Exclusive
Medicine-Primary	PGY1	2018	69	374	1	763	1951	229	372	61.2	99.5	2772	4345	30	19.1	3.6	2.2	4	33	1	50	61	5	31	-4.5	-0.5	182	277	-1.3999999999999986	1.1000000000000014	0	0	6.2	9.7	Inf	7	3.2	2.2	9.1	-6.8	-0.5	7	6.8	-4.5	6.1	0	0	374	0	374	PGY1	374	100	Exclusive	PGY1 Exclusive
Medicine-Primary	PGY1	2019	79	396	4	766	2218	239	386	60.4	97.5	2808	4722	31.2	17.4	3.7	2.1	10	22	3	3	267	10	14	-0.8000000000000043	-2	36	377	1.1999999999999993	-1.7000000000000028	0.10000000000000009	-0.10000000000000009	14.5	5.9	300	0.4	13.7	4.4	3.8	-1.3	-2	1.3	8.7	4	-8.9	2.8	-4.5	396	0	396	PGY1	396	100	Exclusive	PGY1 Exclusive
Medicine-Primary	PGY1	2020	85	430	3	855	2547	247	423	57.4	98.4	2888	5498	28.9	16.6	3.4	2.2	6	34	-1	89	329	8	37	-3	0.9000000000000057	80	776	-2.3000000000000007	-0.7999999999999972	-0.30000000000000027	0.10000000000000009	7.6	8.6	-25	11.6	14.8	3.3	9.6	-5	0.9	2.8	16.4	-7.4	-4.6	-8.1	4.8	430	0	430	PGY1	430	100	Exclusive	PGY1 Exclusive
Medicine-Primary	PGY1	2021	82	441	1	817	2561	251	437	56.9	99.1	3141	5642	30.7	17.1	3.8	2.2	-3	11	-2	-38	14	4	14	-0.5	0.6999999999999886	253	144	1.8000000000000007	0.5	0.3999999999999999	0	-3.5	2.6	-66.7	-4.4	0.5	1.6	3.3	-0.9	0.7	8.8	2.6	6.2	3	11.8	0	441	0	441	PGY1	441	100	Exclusive	PGY1 Exclusive
Medicine-Primary	PGY1	2022	86	429	3	851	2382	248	424	57.8	98.8	3168	5241	29.1	17.8	3.7	2.2	4	-12	2	34	-179	-3	-13	0.8999999999999986	-0.29999999999999716	27	-401	-1.5999999999999979	0.6999999999999993	-0.09999999999999964	0	4.9	-2.7	200	4.2	-7	-1.2	-3	1.6	-0.3	0.9	-7.1	-5.2	4.1	-2.6	0	429	0	429	PGY1	429	100	Exclusive	PGY1 Exclusive
Medicine-Psychiatry	PGY1	2012	10	20	1	25	63	12	18	60	90	77	129	48	28.6	3.1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	0	20	PGY1	20	100	Exclusive	PGY1 Exclusive
Medicine-Psychiatry	PGY1	2013	10	17	1	30	61	12	16	70.6	94.1	93	141	40	26.2	3.1	2.3	0	-3	0	5	-2	0	-2	10.599999999999994	4.099999999999994	16	12	-8	-2.400000000000002	0	0.2999999999999998	0	-15	0	20	-3.2	0	-11.1	17.7	4.6	20.8	9.3	-16.7	-8.4	0	15	17	0	17	PGY1	17	100	Exclusive	PGY1 Exclusive
Medicine-Psychiatry	PGY1	2014	9	18	1	23	63	10	16	55.6	88.9	69	142	43.5	25.4	3	2.3	-1	1	0	-7	2	-2	0	-14.999999999999993	-5.199999999999989	-24	1	3.5	-0.8000000000000007	-0.10000000000000009	0	-10	5.9	0	-23.3	3.3	-16.7	0	-21.2	-5.5	-25.8	0.7	8.8	-3.1	-3.2	0	18	0	18	PGY1	18	100	Exclusive	PGY1 Exclusive
Medicine-Psychiatry	PGY1	2015	10	21	0	30	68	13	21	61.9	100	90	154	43.3	30.9	3	2.3	1	3	-1	7	5	3	5	6.299999999999997	11.099999999999994	21	12	-0.20000000000000284	5.5	0	0	11.1	16.7	-100	30.4	7.9	30	31.2	11.3	12.5	30.4	8.5	-0.5	21.7	0	0	21	0	21	PGY1	21	100	Exclusive	PGY1 Exclusive
Medicine-Psychiatry	PGY1	2016	11	23	0	40	79	19	23	82.6	100	137	200	47.5	29.1	3.4	2.5	1	2	0	10	11	6	2	20.699999999999996	0	47	46	4.200000000000003	-1.7999999999999972	0.3999999999999999	0.20000000000000018	10	9.5	NA	33.3	16.2	46.2	9.5	33.4	0	52.2	29.9	9.7	-5.8	13.3	8.7	23	0	23	PGY1	23	100	Exclusive	PGY1 Exclusive
Medicine-Psychiatry	PGY1	2017	12	24	0	52	96	15	24	62.5	100	172	243	28.8	25	3.3	2.5	1	1	0	12	17	-4	1	-20.099999999999994	0	35	43	-18.7	-4.100000000000001	-0.10000000000000009	0	9.1	4.3	NA	30	21.5	-21.1	4.3	-24.3	0	25.5	21.5	-39.4	-14.1	-2.9	0	24	0	24	PGY1	24	100	Exclusive	PGY1 Exclusive
Medicine-Psychiatry	PGY1	2018	12	24	0	48	88	20	24	83.3	100	166	248	41.7	27.3	3.5	2.8	0	0	0	-4	-8	5	0	20.799999999999997	0	-6	5	12.900000000000002	2.3000000000000007	0.20000000000000018	0.2999999999999998	0	0	NA	-7.7	-8.3	33.3	0	33.3	0	-3.5	2.1	44.8	9.2	6.1	12	24	0	24	PGY1	24	100	Exclusive	PGY1 Exclusive
Medicine-Psychiatry	PGY1	2019	12	23	0	55	105	18	23	78.3	100	171	272	32.7	21.9	3.1	2.6	0	-1	0	7	17	-2	-1	-5	0	5	24	-9	-5.400000000000002	-0.3999999999999999	-0.19999999999999973	0	-4.2	NA	14.6	19.3	-10	-4.2	-6	0	3	9.7	-21.6	-19.8	-11.4	-7.1	23	0	23	PGY1	23	100	Exclusive	PGY1 Exclusive
Medicine-Psychiatry	PGY1	2020	11	23	0	52	90	18	23	78.3	100	186	234	34.6	25.6	3.6	2.6	-1	0	0	-3	-15	0	0	0	0	15	-38	1.8999999999999986	3.700000000000003	0.5	0	-8.3	0	NA	-5.5	-14.3	0	0	0	0	8.8	-14	5.8	16.9	16.1	0	23	0	23	PGY1	23	100	Exclusive	PGY1 Exclusive
Medicine-Psychiatry	PGY1	2021	12	24	0	69	94	22	24	91.7	100	266	315	31.9	25.5	3.9	3.4	1	1	0	17	4	4	1	13.400000000000006	0	80	81	-2.700000000000003	-0.10000000000000142	0.2999999999999998	0.7999999999999998	9.1	4.3	NA	32.7	4.4	22.2	4.3	17.1	0	43	34.6	-7.8	-0.4	8.3	30.8	24	0	24	PGY1	24	100	Exclusive	PGY1 Exclusive
Medicine-Psychiatry	PGY1	2022	12	24	0	63	95	20	24	83.3	100	258	317	31.7	25.3	4.1	3.3	0	0	0	-6	1	-2	0	-8.400000000000006	0	-8	2	-0.1999999999999993	-0.1999999999999993	0.19999999999999973	-0.10000000000000009	0	0	NA	-8.7	1.1	-9.1	0	-9.2	0	-3	0.6	-0.6	-0.8	5.1	-2.9	24	0	24	PGY1	24	100	Exclusive	PGY1 Exclusive
Neurodevelopmental Disabilities	PGY1	2012	5	3	2	5	6	0	1	0	33.3	9	10	0	16.7	1.8	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	7	10	PGY2	4	70	Mixed	PGY2 Mixed
Neurodevelopmental Disabilities	PGY1	2013	3	3	1	4	8	1	2	33.3	66.7	4	8	25	25	1	1	-2	0	-1	-1	2	1	1	33.3	33.400000000000006	-5	-2	25	8.3	-0.8	-0.7	-40	0	-50	-20	33.3	Inf	100	Inf	100.3	-55.6	-20	Inf	49.7	-44.4	-41.2	3	7	10	PGY2	4	70	Mixed	PGY2 Mixed
Neurodevelopmental Disabilities	PGY1	2014	2	0	0	3	5	0	0	0	0	4	7	0	0	1.3	1.4	-1	-3	-1	-1	-3	-1	-2	-33.3	-66.7	0	-1	-25	-25	0.30000000000000004	0.3999999999999999	-33.3	-100	-100	-25	-37.5	-100	-100	-100	-100	0	-12.5	-100	-100	30	40	0	5	5	PGY2	5	100	Exclusive	PGY2 Exclusive
Neurodevelopmental Disabilities	PGY1	2015	1	1	0	1	3	0	1	0	100	1	3	0	33.3	1	1	-1	1	0	-2	-2	0	1	0	100	-3	-4	0	33.3	-0.30000000000000004	-0.3999999999999999	-50	Inf	NA	-66.7	-40	NA	Inf	NA	Inf	-75	-57.1	NA	Inf	-23.1	-28.6	1	5	6	PGY2	4	83.3	Predominant	PGY2 Predominant
Neurodevelopmental Disabilities	PGY1	2016	3	2	0	5	7	2	2	100	100	10	13	40	28.6	2	1.9	2	1	0	4	4	2	1	100	0	9	10	40	-4.699999999999996	1	0.8999999999999999	200	100	NA	400	133.3	Inf	100	Inf	0	900	333.3	Inf	-14.1	100	90	2	5	7	PGY2	3	71.4	Mixed	PGY2 Mixed
Neurodevelopmental Disabilities	PGY1	2017	3	3	0	8	10	3	3	100	100	16	18	37.5	30	2	1.8	0	1	0	3	3	1	1	0	0	6	5	-2.5	1.3999999999999986	0	-0.09999999999999987	0	50	NA	60	42.9	50	50	0	0	60	38.5	-6.2	4.9	0	-5.3	3	4	7	PGY2	1	57.1	Mixed	PGY2 Mixed
Neurodevelopmental Disabilities	PGY1	2018	4	4	0	7	11	3	4	75	100	15	20	42.9	36.4	2.1	1.8	1	1	0	-1	1	0	1	-25	0	-1	2	5.399999999999999	6.399999999999999	0.10000000000000009	0	33.3	33.3	NA	-12.5	10	0	33.3	-25	0	-6.2	11.1	14.4	21.3	5	0	4	4	8	PGY2	0	50	Mixed	PGY2 Mixed
Neurodevelopmental Disabilities	PGY1	2019	4	4	0	10	16	3	4	75	100	21	32	30	25	2.1	2	0	0	0	3	5	0	0	0	0	6	12	-12.899999999999999	-11.399999999999999	0	0.19999999999999996	0	0	NA	42.9	45.5	0	0	0	0	40	60	-30.1	-31.3	0	11.1	4	5	9	PGY2	1	55.6	Mixed	PGY2 Mixed
Neurodevelopmental Disabilities	PGY1	2020	4	4	0	9	20	3	4	75	100	20	41	33.3	20	2.2	2	0	0	0	-1	4	0	0	0	0	-1	9	3.299999999999997	-5	0.10000000000000009	0	0	0	NA	-10	25	0	0	0	0	-4.8	28.1	11	-20	4.8	0	4	3	7	PGY1	1	57.1	Mixed	PGY1 Mixed
Neurodevelopmental Disabilities	PGY1	2021	4	6	0	10	22	3	6	50	100	24	45	30	27.3	2.4	2	0	2	0	1	2	0	2	-25	0	4	4	-3.299999999999997	7.300000000000001	0.19999999999999973	0	0	50	NA	11.1	10	0	50	-33.3	0	20	9.8	-9.9	36.5	9.1	0	6	4	10	PGY1	2	60	Mixed	PGY1 Mixed
Neurodevelopmental Disabilities	PGY1	2022	4	5	0	18	27	3	5	60	100	42	56	16.7	18.5	2.3	2.1	0	-1	0	8	5	0	-1	10	0	18	11	-13.3	-8.8	-0.10000000000000009	0.10000000000000009	0	-16.7	NA	80	22.7	0	-16.7	20	0	75	24.4	-44.3	-32.2	-4.2	5	5	3	8	PGY1	2	62.5	Mixed	PGY1 Mixed
Neurodevelopmental Disabilities	PGY2	2012	5	7	1	9	10	6	6	85.7	85.7	19	21	66.7	60	2.1	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	7	10	PGY2	4	70	Mixed	PGY2 Mixed
Neurodevelopmental Disabilities	PGY2	2013	5	7	2	7	14	4	5	57.1	71.4	19	27	57.1	35.7	2.7	1.9	0	0	1	-2	4	-2	-1	-28.6	-14.299999999999997	0	6	-9.600000000000001	-24.299999999999997	0.6000000000000001	-0.20000000000000018	0	0	100	-22.2	40	-33.3	-16.7	-33.4	-16.7	0	28.6	-14.4	-40.5	28.6	-9.5	3	7	10	PGY2	4	70	Mixed	PGY2 Mixed
Neurodevelopmental Disabilities	PGY2	2014	3	5	0	5	9	3	5	60	100	11	16	60	55.6	2.2	1.8	-2	-2	-2	-2	-5	-1	0	2.8999999999999986	28.599999999999994	-8	-11	2.8999999999999986	19.9	-0.5	-0.09999999999999987	-40	-28.6	-100	-28.6	-35.7	-25	0	5.1	40.1	-42.1	-40.7	5.1	55.7	-18.5	-5.3	0	5	5	PGY2	5	100	Exclusive	PGY2 Exclusive
Neurodevelopmental Disabilities	PGY2	2015	3	5	2	6	9	1	2	20	40	11	16	16.7	22.2	1.8	1.8	0	0	2	1	0	-2	-3	-40	-60	0	0	-43.3	-33.400000000000006	-0.40000000000000013	0	0	0	Inf	20	0	-66.7	-60	-66.7	-60	0	0	-72.2	-60.1	-18.2	0	1	5	6	PGY2	4	83.3	Predominant	PGY2 Predominant
Neurodevelopmental Disabilities	PGY2	2016	4	5	4	5	7	0	0	0	0	8	10	0	0	1.6	1.4	1	0	2	-1	-2	-1	-2	-20	-40	-3	-6	-16.7	-22.2	-0.19999999999999996	-0.40000000000000013	33.3	0	100	-16.7	-22.2	-100	-100	-100	-100	-27.3	-37.5	-100	-100	-11.1	-22.2	2	5	7	PGY2	3	71.4	Mixed	PGY2 Mixed
Neurodevelopmental Disabilities	PGY2	2017	3	4	1	7	11	3	3	75	75	12	17	42.9	27.3	1.7	1.5	-1	-1	-3	2	4	3	3	75	75	4	7	42.9	27.3	0.09999999999999987	0.10000000000000009	-25	-20	-75	40	57.1	Inf	Inf	Inf	Inf	50	70	Inf	Inf	6.2	7.1	3	4	7	PGY2	1	57.1	Mixed	PGY2 Mixed
Neurodevelopmental Disabilities	PGY2	2018	3	4	2	6	11	2	2	50	50	10	16	33.3	18.2	1.7	1.5	0	0	1	-1	0	-1	-1	-25	-25	-2	-1	-9.600000000000001	-9.100000000000001	0	0	0	0	100	-14.3	0	-33.3	-33.3	-33.3	-33.3	-16.7	-5.9	-22.4	-33.3	0	0	4	4	8	PGY2	0	50	Mixed	PGY2 Mixed
Neurodevelopmental Disabilities	PGY2	2019	4	5	2	10	15	2	3	40	60	16	23	20	20	1.6	1.5	1	1	0	4	4	0	1	-10	10	6	7	-13.299999999999997	1.8000000000000007	-0.09999999999999987	0	33.3	25	0	66.7	36.4	0	50	-20	20	60	43.8	-39.9	9.9	-5.9	0	4	5	9	PGY2	1	55.6	Mixed	PGY2 Mixed
Neurodevelopmental Disabilities	PGY2	2020	2	3	1	4	6	1	1	33.3	33.3	5	8	25	16.7	1.2	1.3	-2	-2	-1	-6	-9	-1	-2	-6.700000000000003	-26.700000000000003	-11	-15	5	-3.3000000000000007	-0.40000000000000013	-0.19999999999999996	-50	-40	-50	-60	-60	-50	-66.7	-16.8	-44.5	-68.8	-65.2	25	-16.5	-25	-13.3	4	3	7	PGY1	1	57.1	Mixed	PGY1 Mixed
Neurodevelopmental Disabilities	PGY2	2021	3	4	1	6	13	1	2	25	50	10	19	16.7	15.4	1.7	1.5	1	1	0	2	7	0	1	-8.299999999999997	16.700000000000003	5	11	-8.3	-1.299999999999999	0.5	0.19999999999999996	50	33.3	0	50	116.7	0	100	-24.9	50.2	100	137.5	-33.2	-7.8	41.7	15.4	6	4	10	PGY1	2	60	Mixed	PGY1 Mixed
Neurodevelopmental Disabilities	PGY2	2022	2	3	0	11	17	3	3	100	100	21	28	27.3	17.6	1.9	1.6	-1	-1	-1	5	4	2	1	75	50	11	9	10.600000000000001	2.200000000000001	0.19999999999999996	0.10000000000000009	-33.3	-25	-100	83.3	30.8	200	50	300	100	110	47.4	63.5	14.3	11.8	6.7	5	3	8	PGY1	2	62.5	Mixed	PGY1 Mixed
Neurological Surgery	PGY1	2012	98	196	2	203	318	170	194	86.7	99	2756	3261	83.7	61	13.6	10.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	196	0	196	PGY1	196	100	Exclusive	PGY1 Exclusive
Neurological Surgery	PGY1	2013	99	204	1	241	314	190	203	93.1	99.5	3207	3499	78.8	64.6	13.3	11.1	1	8	-1	38	-4	20	9	6.3999999999999915	0.5	451	238	-4.900000000000006	3.5999999999999943	-0.29999999999999893	0.7999999999999989	1	4.1	-50	18.7	-1.3	11.8	4.6	7.4	0.5	16.4	7.3	-5.9	5.9	-2.2	7.8	204	0	204	PGY1	204	100	Exclusive	PGY1 Exclusive
Neurological Surgery	PGY1	2014	102	206	0	243	335	189	206	91.7	100	3294	3746	77.8	61.5	13.6	11.2	3	2	-1	2	21	-1	3	-1.3999999999999915	0.5	87	247	-1	-3.0999999999999943	0.29999999999999893	0.09999999999999964	3	1	-100	0.8	6.7	-0.5	1.5	-1.5	0.5	2.7	7.1	-1.3	-4.8	2.3	0.9	206	0	206	PGY1	206	100	Exclusive	PGY1 Exclusive
Neurological Surgery	PGY1	2015	102	210	2	256	354	188	208	89.5	99	3473	3872	73.4	58.8	13.6	10.9	0	4	2	13	19	-1	2	-2.200000000000003	-1	179	126	-4.3999999999999915	-2.700000000000003	0	-0.29999999999999893	0	1.9	Inf	5.3	5.7	-0.5	1	-2.4	-1	5.4	3.4	-5.7	-4.4	0	-2.7	210	0	210	PGY1	210	100	Exclusive	PGY1 Exclusive
Neurological Surgery	PGY1	2016	105	216	1	267	354	200	214	92.6	99.1	3795	4223	74.9	60.5	14.2	11.9	3	6	-1	11	0	12	6	3.0999999999999943	0.09999999999999432	322	351	1.5	1.7000000000000028	0.5999999999999996	1	2.9	2.9	-50	4.3	0	6.4	2.9	3.5	0.1	9.3	9.1	2	2.9	4.4	9.2	216	0	216	PGY1	216	100	Exclusive	PGY1 Exclusive
Neurological Surgery	PGY1	2017	107	218	0	212	311	183	218	83.9	100	3393	3901	86.3	70.1	16	12.5	2	2	-1	-55	-43	-17	4	-8.699999999999989	0.9000000000000057	-402	-322	11.399999999999991	9.599999999999994	1.8000000000000007	0.5999999999999996	1.9	0.9	-100	-20.6	-12.1	-8.5	1.9	-9.4	0.9	-10.6	-7.6	15.2	15.9	12.7	5	218	0	218	PGY1	218	100	Exclusive	PGY1 Exclusive
Neurological Surgery	PGY1	2018	110	225	0	240	325	203	225	90.2	100	3591	3926	84.6	69.2	15	12.1	3	7	0	28	14	20	7	6.299999999999997	0	198	25	-1.7000000000000028	-0.8999999999999915	-1	-0.40000000000000036	2.8	3.2	NA	13.2	4.5	10.9	3.2	7.5	0	5.8	0.6	-2	-1.3	-6.2	-3.2	225	0	225	PGY1	225	100	Exclusive	PGY1 Exclusive
Neurological Surgery	PGY1	2019	112	232	1	265	341	213	231	91.8	99.6	3925	4207	80.4	67.7	14.8	12.3	2	7	1	25	16	10	6	1.5999999999999943	-0.4000000000000057	334	281	-4.199999999999989	-1.5	-0.1999999999999993	0.20000000000000107	1.8	3.1	Inf	10.4	4.9	4.9	2.7	1.8	-0.4	9.3	7.2	-5	-2.2	-1.3	1.7	232	0	232	PGY1	232	100	Exclusive	PGY1 Exclusive
Neurological Surgery	PGY1	2020	112	232	0	273	397	203	232	87.5	100	3879	4471	74.4	58.4	14.2	11.3	0	0	-1	8	56	-10	1	-4.299999999999997	0.4000000000000057	-46	264	-6	-9.300000000000004	-0.6000000000000014	-1	0	0	-100	3	16.4	-4.7	0.4	-4.7	0.4	-1.2	6.3	-7.5	-13.7	-4.1	-8.1	232	0	232	PGY1	232	100	Exclusive	PGY1 Exclusive
Neurological Surgery	PGY1	2021	115	234	0	269	402	198	234	84.6	100	4312	4960	73.6	58.2	16	12.3	3	2	0	-4	5	-5	2	-2.9000000000000057	0	433	489	-0.8000000000000114	-0.19999999999999574	1.8000000000000007	1	2.7	0.9	NA	-1.5	1.3	-2.5	0.9	-3.3	0	11.2	10.9	-1.1	-0.3	12.7	8.8	234	0	234	PGY1	234	100	Exclusive	PGY1 Exclusive
Neurological Surgery	PGY1	2022	115	240	0	275	391	202	240	84.2	100	4361	4955	73.5	61.4	15.9	12.7	0	6	0	6	-11	4	6	-0.3999999999999915	0	49	-5	-0.09999999999999432	3.1999999999999957	-0.09999999999999964	0.3999999999999986	0	2.6	NA	2.2	-2.7	2	2.6	-0.5	0	1.1	-0.1	-0.1	5.5	-0.6	3.3	240	0	240	PGY1	240	100	Exclusive	PGY1 Exclusive
Neurology	PGY1	2012	66	292	3	372	801	173	289	59.2	99	1862	2980	46.5	36.1	5	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	292	346	638	PGY2	54	54.2	Mixed	PGY2 Mixed
Neurology	PGY1	2013	89	361	11	374	906	172	345	47.6	95.6	1930	3443	46	38.1	5.2	3.8	23	69	8	2	105	-1	56	-11.600000000000001	-3.4000000000000057	68	463	-0.5	2	0.20000000000000018	0.09999999999999964	34.8	23.6	266.7	0.5	13.1	-0.6	19.4	-19.6	-3.4	3.7	15.5	-1.1	5.5	4	2.7	361	331	692	PGY1	30	52.2	Mixed	PGY1 Mixed
Neurology	PGY1	2014	80	380	5	403	952	192	373	50.5	98.2	2254	4006	47.6	39.2	5.6	4.2	-9	19	-6	29	46	20	28	2.8999999999999986	2.6000000000000085	324	563	1.6000000000000014	1.1000000000000014	0.39999999999999947	0.40000000000000036	-10.1	5.3	-54.5	7.8	5.1	11.6	8.1	6.1	2.7	16.8	16.4	3.5	2.9	7.7	10.5	380	320	700	PGY1	60	54.3	Mixed	PGY1 Mixed
Neurology	PGY1	2015	81	404	7	435	990	222	396	55	98	2586	4428	51	40	5.9	4.5	1	24	2	32	38	30	23	4.5	-0.20000000000000284	332	422	3.3999999999999986	0.7999999999999972	0.3000000000000007	0.2999999999999998	1.2	6.3	40	7.9	4	15.6	6.2	8.9	-0.2	14.7	10.5	7.1	2	5.4	7.1	404	313	717	PGY1	91	56.3	Mixed	PGY1 Mixed
